Brand,Model,Year,Color,fuelType,gearType,engineSize,Mileage,Region,Price
toyota,innova,2018,white,gas,automatic,2.7,275916.0,eastern,67000
ford,taurus,2015,black,gas,automatic,3.5,90000.0,eastern,67000
toyota,camry,2019,brown,gas,automatic,2.5,47000.0,riyadh,67000
toyota,innova,2017,white,gas,automatic,2.7,130000.0,makkah,67000
kia,sportage,2020,blue,gas,automatic,1.6,7688.0,riyadh,67000
ford,taurus,2017,gray,gas,automatic,3.5,131000.0,eastern,67000
toyota,innova,2018,gray,gas,automatic,2.7,70000.0,makkah,67000
nissan,maxima,2016,blue,gas,automatic,3.5,84000.0,makkah,67000
nissan,kicks,2020,white,gas,automatic,1.5,3990.0,makkah,67000
nissan,altima,2017,white,gas,automatic,2.5,40000.0,riyadh,67000
chevrolet,impala,2019,white,gas,automatic,3.6,178000.0,riyadh,67000
gmc,yukon,2012,gray,gas,automatic,5.3,235000.0,tabouk,67000
ford,taurus,2016,white,gas,automatic,3.5,125000.0,madinah,67000
kia,cerato,2021,white,gas,automatic,1.6,89000.0,makkah,67000
hyundai,kona,2019,black,gas,automatic,2.0,51000.0,eastern,67000
chevrolet,impala,2016,white,gas,automatic,3.6,159000.0,eastern,67000
toyota,innova,2018,white,gas,automatic,2.7,275916.0,eastern,67000
toyota,camry,2017,white,gas,automatic,2.5,128000.0,eastern,67000
hyundai,elantra,2019,gray,gas,automatic,2.0,114000.0,riyadh,67000
toyota,rav4,2017,gray,gas,automatic,2.5,235614.0,riyadh,67500
toyota,hiace,2016,white,gas,automatic,2.7,218000.0,riyadh,67500
toyota,fortuner,2015,white,gas,automatic,2.7,103000.0,makkah,67500
nissan,bus urvan,2020,white,gas,manual,3.5,27000.0,riyadh,68000
hyundai,tucson,2019,gray,gas,automatic,2.0,24000.0,riyadh,68000
toyota,camry,2017,white,gas,automatic,2.5,97000.0,eastern,68000
hyundai,sonata,2016,blue,gas,automatic,2.4,76000.0,riyadh,68000
nissan,altima,2018,white,gas,automatic,2.5,48000.0,riyadh,68000
hyundai,sonata,2019,white,gas,automatic,2.4,28000.0,riyadh,68000
hyundai,sonata,2019,white,gas,automatic,2.4,48000.0,riyadh,68000
kia,cadenza,2018,gray,gas,automatic,3.5,172000.0,riyadh,68000
kia,cadenza,2020,white,gas,automatic,3.5,38000.0,riyadh,68000
toyota,camry,2016,white,gas,automatic,2.4,75000.0,riyadh,68000
kia,sportage,2016,white,diesel,automatic,2.0,55000.0,riyadh,68000
hyundai,sonata,2019,white,gas,automatic,2.4,49515.0,riyadh,68000
nissan,altima,2018,white,gas,automatic,2.5,48096.0,riyadh,68000
toyota,land cruiser,2008,white,gas,automatic,5.7,476000.0,eastern,68000
hyundai,sonata,2018,black,gas,automatic,2.5,84000.0,riyadh,68000
ford,taurus,2017,white,gas,automatic,3.5,153889.0,eastern,68000
nissan,x-trail,2018,brown,gas,automatic,2.5,30000.0,riyadh,68000
toyota,hilux,2016,white,gas,manual,2.7,161000.0,northern borders,68000
toyota,innova,2018,gray,gas,automatic,2.7,91440.0,makkah,68000
toyota,camry,2017,white,gas,automatic,2.5,61811.0,qassim,68000
ford,edge,2017,white,gas,automatic,3.5,89000.0,makkah,68000
toyota,hilux,2016,white,gas,manual,2.7,220000.0,riyadh,68000
nissan,x-trail,2018,black,gas,automatic,2.5,78794.0,makkah,68000
chevrolet,malibu,2018,black,gas,automatic,2.5,56500.0,qassim,68000
kia,sportage,2019,yellow,gas,automatic,1.6,43000.0,eastern,68000
kia,optima,2016,white,gas,automatic,2.4,161000.0,eastern,68000
toyota,camry,2017,white,gas,automatic,2.4,97000.0,riyadh,68000
toyota,innova,2018,gray,gas,automatic,2.7,149000.0,eastern,68000
ford,taurus,2018,blue,gas,automatic,3.5,91769.0,riyadh,68000
ford,expedition,2015,green,gas,automatic,5.4,228000.0,makkah,68000
toyota,avalon,2011,white,gas,automatic,3.5,368000.0,riyadh,68000
hyundai,kona,2020,gray,gas,automatic,2.0,53000.0,riyadh,68000
hyundai,sonata,2019,white,gas,automatic,2.4,110000.0,riyadh,68000
kia,sportage,2017,brown,gas,automatic,2.4,74000.0,riyadh,68000
nissan,kicks,2021,white,gas,cvt,1.6,16000.0,riyadh,68000
hyundai,kona,2020,gray,gas,cvt,2.0,53000.0,riyadh,68000
nissan,kicks,2020,gray,gas,automatic,1.6,47000.0,riyadh,68000
kia,cadenza,2016,white,gas,automatic,3.5,104600.0,riyadh,68000
hyundai,sonata,2018,yellow,gas,automatic,2.4,77000.0,eastern,68000
kia,sportage,2019,white,gas,automatic,2.0,149000.0,eastern,68000
chevrolet,malibu,2020,gray,gas,automatic,1.5,127000.0,riyadh,68000
toyota,hilux,2016,white,gas,automatic,2.7,206000.0,eastern,68000
mercedes,s,2009,white,gas,automatic,3.0,250000.0,eastern,68000
toyota,fortuner,2016,black,gas,automatic,2.7,181000.0,madinah,68000
chevrolet,impala,2019,black,gas,automatic,3.6,85000.0,riyadh,68500
chevrolet,tahoe,2014,yellow,gas,automatic,5.3,157000.0,al-jouf,68500
kia,sorento,2016,white,gas,automatic,3.5,93914.0,riyadh,68500
toyota,hiace,2017,white,gas,manual,2.7,192692.0,riyadh,68500
toyota,fortuner,2013,gray,gas,automatic,2.7,182000.0,makkah,68500
hyundai,santa fe,2018,white,gas,automatic,3.3,41542.0,riyadh,69000
chevrolet,caprice,2015,black,gas,automatic,6.0,264000.0,riyadh,69000
ford,taurus,2017,gray,gas,automatic,3.5,123000.0,eastern,69000
ford,taurus,2015,red,gas,automatic,3.5,122000.0,eastern,69000
kia,carnival,2018,white,gas,automatic,3.3,100000.0,eastern,69000
toyota,hiace,2017,white,gas,manual,2.7,143594.0,riyadh,69000
toyota,hiace,2016,white,gas,manual,2.7,99999.0,riyadh,69000
hyundai,santa fe,2016,white,gas,automatic,3.3,157000.0,eastern,69000
ford,taurus,2015,red,gas,automatic,3.5,122000.0,eastern,69000
toyota,hilux,2016,white,gas,manual,2.7,129000.0,eastern,69000
ford,taurus,2017,gray,gas,automatic,3.5,131408.0,eastern,69000
ford,taurus,2015,black,gas,automatic,3.5,117000.0,eastern,69000
chevrolet,suburban,2013,gray,gas,automatic,5.3,283000.0,eastern,69000
toyota,land cruiser,2014,white,gas,manual,4.0,70000.0,eastern,69000
hyundai,santa fe,2016,blue,diesel,automatic,3.3,50100.0,riyadh,69000
toyota,corolla,2020,white,gas,automatic,1.6,39000.0,makkah,69000
toyota,innova,2016,white,gas,automatic,2.7,84000.0,riyadh,69000
toyota,hilux,2017,white,gas,manual,2.7,119000.0,najran,69000
ford,edge,2016,white,gas,automatic,3.5,198000.0,eastern,69000
toyota,previa,2017,white,gas,automatic,2.4,139000.0,riyadh,69000
toyota,camry,2016,gray,gas,automatic,2.5,176000.0,eastern,69000
toyota,land cruiser,2003,brown,gas,manual,1.6,230000.0,riyadh,69000
chevrolet,malibu,2017,black,gas,automatic,2.0,62000.0,riyadh,69000
toyota,fortuner,2016,gray,gas,automatic,2.7,211000.0,riyadh,69000
ford,taurus,2017,black,gas,automatic,3.5,166000.0,eastern,69000
ford,taurus,2016,black,gas,automatic,3.5,166000.0,eastern,69000
ford,taurus,2016,black,gas,automatic,3.5,166000.0,eastern,69000
gmc,yukon,2014,brown,gas,automatic,5.3,235000.0,eastern,69000
nissan,kicks,2021,white,gas,automatic,1.6,20000.0,riyadh,69000
toyota,corolla,2020,white,gas,automatic,1.6,71000.0,eastern,69000
hyundai,sonata,2018,black,gas,automatic,2.4,84795.0,riyadh,69500
ford,taurus,2015,black,gas,automatic,3.5,154706.0,riyadh,69500
nissan,x-trail,2018,brown,gas,automatic,2.5,30507.0,riyadh,69500
toyota,innova,2017,white,gas,automatic,2.7,57482.0,riyadh,69500
toyota,innova,2017,white,gas,automatic,2.7,106377.0,riyadh,69500
toyota,rav4,2018,white,gas,automatic,2.5,163000.0,riyadh,69500
toyota,rav4,2018,white,gas,automatic,2.5,173000.0,riyadh,69500
toyota,hiace,2016,white,gas,manual,2.7,218000.0,riyadh,69500
lexus,es,2013,black,gas,automatic,3.5,349000.0,riyadh,70000
gmc,acadia,2016,black,gas,automatic,3.6,148000.0,riyadh,70000
chevrolet,caprice,2014,white,gas,automatic,6.0,180000.0,riyadh,70000
chevrolet,caprice,2015,white,gas,automatic,6.0,244000.0,riyadh,70000
toyota,hilux,2016,white,gas,manual,2.7,55000.0,riyadh,70000
nissan,patrol,2010,black,gas,automatic,5.6,346000.0,riyadh,70000
kia,cadenza,2020,white,gas,automatic,3.5,96000.0,riyadh,70000
chevrolet,tahoe,2013,brown,gas,automatic,5.3,250000.0,riyadh,70000
chevrolet,impala,2016,white,gas,automatic,3.5,152000.0,riyadh,70000
hyundai,h1,2018,blue,gas,automatic,2.4,49000.0,aseer,70000
hyundai,tucson,2017,blue,gas,automatic,1.6,17005.0,makkah,70000
kia,seltos,2021,white,gas,automatic,1.6,1700.0,madinah,70000
toyota,hilux,2014,white,gas,manual,2.7,221000.0,riyadh,70000
toyota,hilux,2017,white,gas,manual,2.7,150000.0,eastern,70000
chevrolet,silverado,2014,red,gas,automatic,5.3,213000.0,eastern,70000
hyundai,tucson,2018,gray,gas,automatic,2.0,60000.0,makkah,70000
toyota,hiace,2017,white,gas,manual,2.7,133148.0,riyadh,70000
toyota,hiace,2017,white,gas,manual,2.7,134007.0,riyadh,70000
hyundai,kona,2020,gray,gas,automatic,2.0,30271.0,riyadh,70000
toyota,avalon,2013,red,gas,automatic,3.5,101000.0,makkah,70000
ford,taurus,2016,black,gas,automatic,3.5,103000.0,makkah,70000
toyota,fortuner,2017,white,gas,automatic,2.7,270337.0,eastern,70000
toyota,hilux,2013,white,diesel,manual,2.4,300000.0,eastern,70000
ford,expedition,2013,white,gas,automatic,5.0,195000.0,makkah,70000
toyota,innova,2018,gray,gas,automatic,2.7,87000.0,makkah,70000
chevrolet,tahoe,2014,black,gas,automatic,5.7,205000.0,eastern,70000
ford,taurus,2016,brown,gas,automatic,3.5,91000.0,eastern,70000
toyota,previa,2017,white,gas,automatic,2.4,183000.0,riyadh,70000
kia,carnival,2016,black,gas,automatic,3.3,120000.0,riyadh,70000
nissan,x-trail,2020,brown,gas,automatic,2.5,24000.0,madinah,70000
toyota,camry,2019,brown,gas,automatic,2.5,88000.0,riyadh,70000
ford,crown victoria,2015,black,gas,automatic,4.6,130000.0,eastern,70000
toyota,hilux,2015,white,gas,manual,2.7,184000.0,aseer,70000
toyota,fj,2012,black,gas,automatic,4.0,35000.0,riyadh,70000
toyota,camry,2017,gray,gas,automatic,2.5,88348.0,qassim,70000
mercedes,s,2010,blue,gas,automatic,5.5,228811.0,eastern,70000
toyota,innova,2017,white,gas,automatic,2.4,167000.0,jizan,70000
toyota,fortuner,2015,white,gas,manual,2.7,94000.0,makkah,70000
toyota,hiace,2016,white,gas,manual,2.7,184000.0,riyadh,70000
kia,sorento,2017,white,gas,automatic,3.5,79260.0,eastern,70000
toyota,prado,2012,white,gas,automatic,4.0,240000.0,jizan,70000
gmc,sierra,2015,gray,gas,automatic,5.3,272.0,tabouk,70000
toyota,hilux,2014,white,gas,manual,2.7,98000.0,najran,70000
kia,cadenza,2018,white,gas,automatic,3.3,81000.0,eastern,70000
ford,taurus,2013,white,gas,automatic,3.5,177000.0,eastern,70000
ford,expedition,2014,black,gas,automatic,5.4,151000.0,riyadh,70000
ford,expedition,2014,gray,gas,automatic,5.4,180000.0,eastern,70000
toyota,camry,2016,blue,gas,automatic,2.6,183000.0,eastern,70000
hyundai,h1,2018,white,gas,automatic,2.4,100.0,aseer,70000
toyota,avalon,2014,white,gas,automatic,3.5,155000.0,hail,70000
ford,expedition,2016,blue,gas,automatic,3.5,187000.0,riyadh,70000
ford,taurus,2016,gray,gas,automatic,3.5,80000.0,riyadh,70000
nissan,maxima,2017,white,gas,automatic,3.5,245000.0,riyadh,70000
kia,cadenza,2016,gray,gas,automatic,3.3,130000.0,riyadh,70000
chevrolet,malibu,2019,black,gas,automatic,1.5,104000.0,riyadh,70000
toyota,rush,2020,gray,gas,automatic,1.5,41500.0,eastern,70000
hyundai,tucson,2018,gray,gas,automatic,2.0,121000.0,eastern,70000
gmc,sierra,2014,gray,gas,automatic,5.3,220000.0,eastern,70000
toyota,hilux,2013,white,diesel,automatic,2.4,300000.0,eastern,70000
kia,sportage,2018,white,diesel,automatic,2.0,89000.0,makkah,70000
toyota,hilux,2018,white,gas,automatic,2.7,171000.0,eastern,70000
hyundai,elantra,2019,white,gas,automatic,2.0,34900.0,eastern,70000
toyota,hilux,2018,white,gas,automatic,2.7,112758.0,eastern,70000
toyota,hilux,2018,white,gas,automatic,2.7,131824.0,eastern,70000
toyota,hilux,2018,white,gas,automatic,2.7,244228.0,eastern,70000
toyota,corolla,2020,white,gas,automatic,1.6,39000.0,makkah,70000
toyota,hilux,2018,white,gas,automatic,2.7,164000.0,makkah,70000
hyundai,tucson,2018,blue,gas,automatic,2.0,17002.0,makkah,70500
ford,taurus,2016,gray,gas,automatic,3.5,115000.0,eastern,71000
toyota,rav4,2018,white,gas,automatic,2.5,56000.0,riyadh,71000
toyota,rav4,2018,white,gas,automatic,2.5,82000.0,riyadh,71000
gmc,sierra,2016,gray,gas,automatic,6.0,450000.0,eastern,71000
mercedes,gl,2012,black,gas,automatic,4.8,106000.0,riyadh,71000
kia,cadenza,2018,brown,gas,automatic,3.3,69000.0,eastern,71000
hyundai,tucson,2018,brown,gas,automatic,2.0,140000.0,eastern,71000
toyota,hilux,2018,white,gas,automatic,2.7,160000.0,eastern,71000
toyota,land cruiser,2001,white,gas,automatic,4.5,279000.0,eastern,71000
toyota,camry,2017,white,gas,automatic,2.5,254000.0,eastern,71000
toyota,hilux,2018,white,gas,automatic,2.7,95000.0,eastern,71000
toyota,hilux,2016,white,gas,manual,2.7,122084.0,riyadh,71500
hyundai,sonata,2018,blue,gas,automatic,2.4,65325.0,riyadh,71500
chevrolet,caprice,2015,gray,gas,automatic,6.0,147374.0,riyadh,71500
toyota,camry,2016,black,gas,automatic,2.5,83000.0,riyadh,72000
toyota,land cruiser,2014,yellow,gas,manual,3.0,175000.0,riyadh,72000
nissan,patrol,2010,white,gas,automatic,4.0,208000.0,riyadh,72000
chevrolet,impala,2016,white,gas,automatic,3.5,117000.0,riyadh,72000
gmc,yukon,2014,brown,gas,automatic,5.3,235000.0,eastern,72000
chevrolet,impala,2015,gray,gas,automatic,3.6,169000.0,eastern,72000
ford,expedition,2013,black,gas,automatic,5.4,84000.0,eastern,72000
ford,taurus,2016,white,gas,automatic,3.5,102000.0,eastern,72000
gmc,yukon,2013,brown,gas,automatic,3.5,157000.0,al-baha,72000
toyota,hilux,2018,white,gas,manual,2.7,16700.0,riyadh,72000
ford,taurus,2015,brown,gas,automatic,3.5,104000.0,eastern,72000
toyota,hilux,2017,white,gas,manual,2.7,146000.0,eastern,72000
ford,taurus,2015,gray,gas,automatic,3.5,92000.0,eastern,72000
toyota,hilux,2017,white,gas,manual,2.7,73000.0,eastern,72000
ford,expedition,2016,white,gas,automatic,5.4,109000.0,riyadh,72000
mercedes,s,2009,brown,gas,automatic,3.5,174000.0,riyadh,72000
gmc,sierra,2016,black,gas,automatic,5.2,180000.0,makkah,72000
toyota,fortuner,2015,white,gas,automatic,2.7,209.0,riyadh,72000
toyota,hilux,2018,white,gas,manual,2.7,31000.0,eastern,72000
gmc,sierra,2014,brown,gas,automatic,5.3,235.0,najran,72000
toyota,hilux,2015,white,gas,manual,2.7,374000.0,hail,72000
ford,expedition,2016,white,gas,automatic,5.4,95000.0,riyadh,72000
ford,expedition,2016,white,gas,automatic,5.4,120000.0,riyadh,72000
ford,expedition,2016,white,gas,automatic,5.4,98000.0,riyadh,72000
nissan,x-trail,2018,blue,gas,automatic,2.5,23936.0,riyadh,72000
toyota,hiace,2016,white,gas,manual,2.7,180000.0,aseer,72000
toyota,innova,2016,white,gas,automatic,2.7,101000.0,eastern,72000
hyundai,tucson,2018,brown,gas,automatic,1.6,27900.0,riyadh,72000
hyundai,azera,2019,blue,gas,automatic,3.0,90000.0,riyadh,72000
kia,cadenza,2017,black,gas,automatic,3.3,147000.0,riyadh,72000
kia,sportage,2019,white,gas,automatic,2.0,54000.0,makkah,72000
kia,sportage,2019,white,gas,automatic,2.0,164000.0,makkah,72000
kia,sorento,2018,white,gas,automatic,3.3,152000.0,eastern,72000
ford,expedition,2015,black,gas,automatic,3.6,181000.0,makkah,72000
kia,sportage,2019,white,gas,automatic,2.4,69000.0,makkah,72000
hyundai,sonata,2018,gray,gas,automatic,2.4,84315.0,riyadh,72500
kia,cadenza,2018,white,gas,automatic,3.3,155652.0,riyadh,72500
toyota,hilux,2019,white,gas,manual,2.7,28000.0,aseer,72500
hyundai,tucson,2019,red,gas,automatic,2.0,135900.0,eastern,72500
hyundai,sonata,2020,gray,gas,automatic,2.4,100.0,makkah,72910
hyundai,sonata,2020,red,gas,automatic,2.4,100.0,makkah,72910
hyundai,sonata,2020,gray,gas,automatic,2.5,100.0,makkah,72910
hyundai,sonata,2020,white,gas,automatic,2.5,100.0,makkah,72910
hyundai,sonata,2020,gray,gas,automatic,2.7,100.0,makkah,72910
hyundai,sonata,2020,red,gas,automatic,2.7,100.0,makkah,72910
hyundai,sonata,2020,gray,gas,automatic,2.5,100.0,makkah,72910
kia,cadenza,2017,gray,gas,automatic,3.5,179000.0,riyadh,73000
nissan,maxima,2017,white,gas,automatic,1.0,135000.0,riyadh,73000
chevrolet,impala,2019,black,gas,automatic,3.6,85000.0,riyadh,73000
kia,seltos,2020,blue,gas,automatic,1.6,4800.0,riyadh,73000
toyota,avalon,2016,gray,gas,automatic,3.5,110000.0,qassim,73000
gmc,yukon,2014,black,gas,automatic,5.3,242000.0,eastern,73000
toyota,hiace,2017,white,gas,manual,2.7,555555.0,riyadh,73000
toyota,hilux,2016,white,gas,manual,2.7,106000.0,eastern,73000
toyota,camry,2017,gray,gas,automatic,2.5,75000.0,eastern,73000
toyota,camry,2017,white,gas,automatic,2.5,135000.0,eastern,73000
ford,explorer,2017,blue,gas,automatic,3.6,150000.0,eastern,73000
ford,taurus,2017,white,gas,automatic,3.5,61000.0,eastern,73000
ford,taurus,2017,black,gas,automatic,3.5,118000.0,eastern,73000
toyota,land cruiser,2014,brown,gas,manual,6.0,192000.0,madinah,73000
ford,taurus,2017,gray,gas,automatic,3.5,131000.0,eastern,73000
toyota,avalon,2014,black,gas,automatic,3.8,156000.0,madinah,73000
chevrolet,impala,2019,gray,gas,automatic,3.6,107000.0,riyadh,73000
toyota,fortuner,2016,gray,gas,automatic,2.7,185000.0,riyadh,73000
hyundai,sonata,2020,white,gas,automatic,2.0,9000.0,riyadh,73000
toyota,prado,2012,white,gas,manual,4.0,199000.0,al-baha,73000
toyota,prado,2009,yellow,gas,automatic,4.0,85000.0,aseer,73000
nissan,patrol,2010,white,gas,automatic,5.8,381000.0,riyadh,73000
hyundai,tucson,2021,white,gas,automatic,2.0,104000.0,makkah,73000
toyota,hilux,2017,white,gas,automatic,2.7,83400.0,riyadh,73000
toyota,hilux,2017,white,gas,automatic,2.7,71500.0,riyadh,73000
toyota,hilux,2017,white,gas,automatic,2.7,43200.0,riyadh,73000
toyota,hilux,2017,white,gas,automatic,2.7,32000.0,riyadh,73000
toyota,hilux,2017,black,gas,automatic,2.7,84400.0,riyadh,73000
toyota,hilux,2017,white,gas,automatic,2.7,84230.0,riyadh,73000
toyota,hilux,2017,white,gas,automatic,2.7,27000.0,riyadh,73000
toyota,hilux,2017,white,gas,automatic,2.7,70285.0,riyadh,73000
toyota,hilux,2020,white,diesel,automatic,2.7,125000.0,makkah,73000
chevrolet,malibu,2020,black,gas,automatic,1.5,115000.0,riyadh,73000
toyota,innova,2018,white,gas,automatic,2.7,91000.0,eastern,73000
ford,explorer,2017,black,gas,automatic,1.4,187000.0,eastern,73500
chevrolet,impala,2018,gray,gas,automatic,3.6,63118.0,riyadh,73500
hyundai,sonata,2020,gray,gas,automatic,2.5,84000.0,riyadh,73500
chevrolet,caprice,2016,gray,gas,automatic,6.0,208647.0,riyadh,74000
chevrolet,impala,2019,brown,gas,automatic,3.5,91000.0,qassim,74000
nissan,x-trail,2018,black,gas,automatic,2.5,86500.0,qassim,74000
ford,explorer,2013,white,gas,automatic,3.5,111251.0,riyadh,74000
gmc,yukon,2013,gray,gas,automatic,5.3,292000.0,eastern,74000
ford,taurus,2016,white,gas,automatic,3.5,129000.0,eastern,74000
ford,taurus,2018,blue,gas,automatic,3.5,81165.0,riyadh,74000
ford,taurus,2015,white,gas,automatic,3.2,135000.0,eastern,74000
lexus,lx,2006,brown,gas,automatic,5.7,390000.0,riyadh,74000
ford,taurus,2015,brown,gas,automatic,3.5,104000.0,eastern,74000
lexus,es,2015,white,gas,automatic,3.5,161000.0,hail,74000
toyota,fortuner,2015,gray,gas,automatic,4.0,213000.0,eastern,74000
chevrolet,impala,2018,white,gas,automatic,3.6,53600.0,eastern,74000
hyundai,santa fe,2018,brown,gas,automatic,3.3,143405.0,riyadh,74500
toyota,camry,2017,white,gas,automatic,2.5,95794.0,riyadh,74500
ford,taurus,2018,blue,gas,automatic,3.5,91355.0,riyadh,74500
toyota,camry,2020,gray,hybrid,automatic,2.5,46000.0,riyadh,75000
nissan,patrol,2012,white,gas,automatic,5.6,381000.0,riyadh,75000
mercedes,e,2014,white,gas,automatic,2.0,49000.0,eastern,75000
hyundai,azera,2018,brown,gas,automatic,3.5,79000.0,riyadh,75000
hyundai,tucson,2019,white,gas,automatic,1.0,67000.0,riyadh,75000
toyota,camry,2016,white,gas,automatic,2.4,62000.0,riyadh,75000
ford,explorer,2016,black,gas,automatic,3.5,111000.0,riyadh,75000
gmc,acadia,2016,white,gas,automatic,3.6,106000.0,riyadh,75000
toyota,avalon,2013,red,gas,automatic,3.5,169000.0,aseer,75000
chevrolet,caprice,2015,white,gas,automatic,6.2,268041.0,riyadh,75000
ford,taurus,2017,white,gas,automatic,3.5,158039.0,riyadh,75000
chevrolet,caprice,2013,gray,gas,automatic,6.0,130000.0,riyadh,75000
chevrolet,caprice,2016,white,gas,automatic,6.0,230000.0,riyadh,75000
hyundai,santa fe,2018,white,gas,automatic,3.3,31000.0,riyadh,75000
gmc,sierra,2015,gray,gas,automatic,5.3,255000.0,riyadh,75000
lexus,ls,2008,white,gas,automatic,4.6,130000.0,riyadh,75000
toyota,camry,2018,brown,gas,automatic,2.5,85000.0,riyadh,75000
toyota,avalon,2016,gray,gas,automatic,3.5,93000.0,riyadh,75000
kia,sportage,2021,gray,gas,automatic,1.6,4000.0,eastern,75000
hyundai,santa fe,2018,white,gas,automatic,3.3,84000.0,eastern,75000
gmc,sierra,2015,white,gas,automatic,5.3,259000.0,eastern,75000
ford,taurus,2016,white,gas,automatic,3.5,72000.0,eastern,75000
ford,taurus,2016,white,gas,automatic,3.5,114000.0,eastern,75000
ford,expedition,2015,black,gas,automatic,5.4,125000.0,makkah,75000
chevrolet,impala,2018,black,gas,automatic,3.6,52000.0,riyadh,75000
chevrolet,caprice,2013,gray,gas,automatic,6.0,79159.0,riyadh,75000
chevrolet,caprice,2013,gray,gas,automatic,6.0,124628.0,riyadh,75000
toyota,avalon,2012,white,gas,automatic,3.5,225000.0,aseer,75000
chevrolet,silverado,2016,brown,gas,automatic,5.3,270000.0,eastern,75000
gmc,yukon,2012,brown,gas,automatic,5.3,177000.0,eastern,75000
toyota,hilux,2019,white,gas,manual,2.7,122.0,aseer,75000
ford,taurus,2016,black,gas,automatic,3.5,110000.0,eastern,75000
hyundai,tucson,2019,red,gas,automatic,2.0,21000.0,makkah,75000
hyundai,azera,2018,white,gas,automatic,3.0,147000.0,riyadh,75000
gmc,acadia,2017,white,gas,automatic,3.6,298000.0,aseer,75000
toyota,hilux,2016,white,gas,manual,2.7,155000.0,makkah,75000
toyota,camry,2017,blue,gas,automatic,2.5,31000.0,al-baha,75000
toyota,hilux,2016,white,gas,manual,2.7,60000.0,makkah,75000
chevrolet,impala,1964,green,gas,automatic,1.2,100000.0,eastern,75000
kia,seltos,2021,red,gas,automatic,1.6,10000.0,riyadh,75000
nissan,patrol,2015,white,gas,automatic,4.8,247000.0,makkah,75000
hyundai,tucson,2018,white,gas,automatic,1.6,146000.0,eastern,75000
toyota,hilux,2015,white,gas,manual,2.7,300000.0,riyadh,75000
mercedes,sel,1990,gray,gas,automatic,4.0,89000.0,eastern,75000
mercedes,c,2016,white,gas,automatic,2.0,93000.0,jizan,75000
chevrolet,impala,2015,gray,gas,automatic,3.5,106000.0,eastern,75000
toyota,rav4,2017,white,gas,automatic,2.5,126000.0,riyadh,75000
toyota,prado,2014,white,gas,automatic,4.0,204566.0,eastern,75000
toyota,fj,2014,green,gas,automatic,4.0,149000.0,riyadh,75000
hyundai,santa fe,2018,gray,gas,automatic,3.3,60670.0,riyadh,75000
gmc,yukon,2015,yellow,gas,automatic,5.3,292000.0,aseer,75000
toyota,fj,2014,white,gas,automatic,4.0,377000.0,makkah,75000
chevrolet,suburban,2013,red,gas,automatic,5.3,112412.0,riyadh,75000
toyota,fortuner,2017,gray,gas,automatic,2.7,236000.0,riyadh,75000
toyota,innova,2020,gray,gas,automatic,2.7,74000.0,riyadh,75000
toyota,hilux,2017,white,gas,manual,2.7,106737.0,jizan,75000
ford,taurus,2018,gray,gas,automatic,2.0,95000.0,eastern,75000
toyota,land cruiser,2012,white,gas,manual,4.0,327193.0,riyadh,75000
toyota,land cruiser,2013,yellow,gas,manual,1.0,378000.0,hail,75000
hyundai,tucson,2019,gray,gas,automatic,1.6,42000.0,riyadh,75000
ford,taurus,2017,gray,gas,automatic,3.5,142311.0,eastern,75000
toyota,hilux,2017,white,gas,manual,2.7,121000.0,eastern,75000
toyota,fortuner,2017,white,gas,automatic,2.7,70000.0,eastern,75000
chevrolet,silverado,2014,white,gas,automatic,5.3,233.0,eastern,75000
kia,optima,2018,white,gas,automatic,2.4,83000.0,eastern,75000
lexus,es,2013,white,gas,automatic,3.5,200000.0,riyadh,75000
ford,taurus,2017,white,gas,automatic,2.5,116000.0,qassim,75000
ford,taurus,2017,blue,gas,automatic,4.0,89000.0,riyadh,75000
ford,expedition,2015,white,gas,automatic,5.4,115000.0,eastern,75000
mercedes,s,2007,brown,gas,automatic,3.0,200000.0,eastern,75000
gmc,sierra,2015,black,gas,automatic,5.3,196.0,eastern,75000
chevrolet,impala,2019,gray,gas,automatic,3.6,100200.0,riyadh,75000
gmc,yukon,2013,brown,gas,automatic,5.3,107000.0,eastern,75000
nissan,vtc,2015,white,gas,manual,4.8,10000.0,makkah,75000
toyota,corolla,2020,gray,gas,automatic,1.6,15000.0,riyadh,75000
kia,sportage,2019,red,gas,automatic,1.6,57000.0,makkah,75000
toyota,hilux,2014,white,gas,automatic,2.7,21000.0,riyadh,75000
toyota,prado,2010,white,gas,automatic,4.0,293715.0,makkah,75000
toyota,fj,2014,gray,gas,automatic,9.0,308000.0,hail,75000
chevrolet,tahoe,2012,brown,gas,automatic,4.8,100000.0,hail,75000
toyota,camry,2018,white,gas,automatic,2.5,223000.0,riyadh,75000
hyundai,sonata,2019,brown,gas,automatic,2.4,96000.0,riyadh,75000
hyundai,azera,2018,gray,gas,automatic,3.5,197000.0,riyadh,75000
toyota,fj,2013,white,gas,automatic,4.0,196000.0,riyadh,75000
nissan,maxima,2017,white,gas,automatic,3.5,85000.0,eastern,75000
toyota,land cruiser,2015,brown,gas,automatic,4.0,180000.0,riyadh,75000
toyota,corolla,2021,white,gas,cvt,1.5,15800.0,eastern,75000
hyundai,santa fe,2016,blue,gas,automatic,3.3,98000.0,makkah,75000
ford,explorer,2015,black,gas,automatic,2.7,140000.0,riyadh,75000
chevrolet,tahoe,2014,white,gas,automatic,5.3,162000.0,riyadh,75000
